"year"	"streamflow"	"station"	"nino"	"ivar"
2008	0.601427833740334	12	-0.158205051089037	1
2009	0.296648275335775	12	1.24014075481524	1
2010	4.11097912851038	12	-1.49127180774616	1
2011	2.80775317969068	12	-0.838481387425085	1
2012	0.274257758445258	12	0.477406680741495	1
2013	0.267661528286528	12	0.0238891231841284	1
2014	0.079705318986569	12	0.714472676737391	1
1954	1.62688610347985	13	-1.24733433016972	1
1955	0.781550506206756	13	-1.92761066650577	1
1956	0.222040127696378	13	-0.862531557496176	1
1957	0.054889562983313	13	1.00651049445601	1
1958	0.282022054334554	13	0.0170176416035831	1
1959	3.45401891280016	13	-0.46398582166154	1
1960	0.155649534493285	13	-0.216612608448433	1
1961	0.656180377492877	13	-0.68387312916689	1
1962	0.290079225172975	13	-0.649515731571371	1
1963	0.450889702889703	13	0.920617021081647	1
1964	0.296098608567359	13	-1.2370271129525	1
1965	0.0834358338420839	13	1.63181500906934	1
1966	0.479970695970696	13	-0.285327393332258	1
1967	0.682638736263737	13	-0.563622258197004	1
1968	0.228648440679691	13	0.38464172578658	1
1969	0.84351786986162	13	0.700729723883511	1
1970	0.609009386446886	13	-0.938117813653332	1
1971	0.941158463064713	13	-0.962167994031641	1
1972	3.98535014753765	13	1.81047343739862	1
1973	0.238905944749695	13	-1.86576736320249	1
1974	0.534782407407407	13	-0.71479478081853	1
1975	2.08812355006105	13	-1.56685806390332	1
1976	0.362989507020757	13	0.803801896055641	1
1977	0.218442587505087	13	0.724779893954602	1
1978	0.380064064407814	13	-0.329991997837774	1
1979	0.0982870497557998	13	0.432742076235979	1
1980	0.118916297822548	13	-0.0173397456847221	1
1981	0.194462466931217	13	-0.106668965002972	1
1982	0.28506436965812	13	2.05784665061172	1
1983	1.63345156695157	13	-0.81786695299066	1
1984	1.03342212301587	13	-0.55331504097979	1
1985	0.939449035917786	13	-0.333427743781654	1
1987	0.173112026862027	13	1.55966448854885	1
1988	0.955420851139601	13	-1.49814328932671	1
1989	0.451269548738299	13	-0.192562438377342	1
1990	0.48722847985348	13	0.388077461423245	1
1991	0.0227580764143264	13	1.05461084490541	1
1992	0.0629023326210826	13	-0.0207754813213876	1
1993	0.237167747761498	13	0.343412856917729	1
1994	0.0116074099511599	13	1.00651049445601	1
1995	0.955347845441595	13	-0.766330866904595	1
1996	0.755816684472935	13	-0.247534260100069	1
1997	0.536938848188848	13	2.57664325741625	1
1999	1.15236187423687	13	-1.14082642236092	1
2000	0.262965036121286	13	-0.484600256095965	1
2001	0.245831361925112	13	-0.0448256616996964	1
2002	0.0912368106430606	13	1.50812840246278	1
2003	0.0867426358363858	13	0.556428682842531	1
2004	0.178810503154253	13	0.954974408369953	1
2005	0.416843724562474	13	-0.0379541801191474	1
2006	0.0792675264550264	13	0.985896060021589	1
2007	0.461163652319902	13	-1.18549102686644	1
2008	0.400943643162393	13	-0.158205051089037	1
2009	0.392591257122507	13	1.24014075481524	1
2010	1.98330930759056	13	-1.49127180774616	1
2011	4.47650899216524	13	-0.838481387425085	1
2012	0.168615155677656	13	0.477406680741495	1
2013	0.132983809015059	13	0.0238891231841284	1
2014	0.137527192714693	13	0.714472676737391	1
1960	0.724197675010175	14	-0.216612608448433	1
1961	5.84374562474563	14	-0.68387312916689	1
1962	2.30399875356125	14	-0.649515731571371	1
1963	1.33809614112739	14	0.920617021081647	1
1964	1.83731107549858	14	-1.2370271129525	1
1965	0.0757329187016687	14	1.63181500906934	1
1966	1.7488282967033	14	-0.285327393332258	1
1967	1.4573306496744	14	-0.563622258197004	1
1968	1.06001537698413	14	0.38464172578658	1
1969	1.67964214489214	14	0.700729723883511	1
1970	1.19198062932438	14	-0.938117813653332	1
1971	2.28190931522182	14	-0.962167994031641	1
1972	1.57856910103785	14	1.81047343739862	1
1973	0.506145566239316	14	-1.86576736320249	1
1974	0.72890204008954	14	-0.71479478081853	1
1975	1.758249249593	14	-1.56685806390332	1
1976	1.08298305860806	14	0.803801896055641	1
1977	0.523162456756206	14	0.724779893954602	1
1978	1.14116661579162	14	-0.329991997837774	1
1979	1.163754502442	14	0.432742076235979	1
1980	0.0243774674399674	14	-0.0173397456847221	1
1981	0.50070364010989	14	-0.106668965002972	1
1982	0.0743184142246643	14	2.05784665061172	1
1983	1.67474257224257	14	-0.81786695299066	1
1984	10.0058999287749	14	-0.55331504097979	1
1985	2.23276981583231	14	-0.333427743781654	1
1986	1.89086156898657	14	1.00651049445601	1
1987	0.662211881868132	14	1.55966448854885	1
1988	1.18157753357753	14	-1.49814328932671	1
1989	0.182986683455433	14	-0.192562438377342	1
1990	1.99970202482702	14	0.388077461423245	1
1991	0.0562627950752951	14	1.05461084490541	1
1992	0.455162685693936	14	-0.0207754813213876	1
1993	0.321837644993895	14	0.343412856917729	1
1994	0.151520884208384	14	1.00651049445601	1
1995	0.963114456145706	14	-0.766330866904595	1
1996	2.99161290445665	14	-0.247534260100069	1
1997	1.44442605311355	14	2.57664325741625	1
1998	7.39318130596255	14	-1.2370271129525	1
1999	2.47674222883598	14	-1.14082642236092	1
2000	4.31933877696377	14	-0.484600256095965	1
2001	0.903450460419211	14	-0.0448256616996964	1
2002	0.0645719373219373	14	1.50812840246278	1
2003	0.106589667277167	14	0.556428682842531	1
2004	0.53062859940985	14	0.954974408369953	1
2005	1.63385290750916	14	-0.0379541801191474	1
2006	0.382583905677655	14	0.985896060021589	1
2007	0.543109546703297	14	-1.18549102686644	1
2008	1.04669233312983	14	-0.158205051089037	1
2009	0.183236861518111	14	1.24014075481524	1
2010	3.58993841575092	14	-1.49127180774616	1
2011	6.7377178978429	14	-0.838481387425085	1
2012	0.142118220899471	14	0.477406680741495	1
2013	0.0904214997964998	14	0.0238891231841284	1
2014	0.0881065196377696	14	0.714472676737391	1
1951	0.810136294261294	15	0.731651375535151	1
1952	1.53939692714693	15	-0.347170696635534	1
1953	0.571100414631664	15	0.415563377438219	1
1954	5.31344248575499	15	-1.24733433016972	1
1955	1.52853908475784	15	-1.92761066650577	1
1956	1.17492377645503	15	-0.862531557496176	1
1957	0.373862293956044	15	1.00651049445601	1
1958	0.645838865995116	15	0.0170176416035831	1
1959	5.76257086894587	15	-0.46398582166154	1
1960	0.933512985856736	15	-0.216612608448433	1
1961	1.29585197903948	15	-0.68387312916689	1
1962	1.01566196072446	15	-0.649515731571371	1
1963	3.45965076821327	15	0.920617021081647	1
1964	0.868363273300773	15	-1.2370271129525	1
1965	0.261372761497761	15	1.63181500906934	1
1966	0.532325358669108	15	-0.285327393332258	1
1967	3.96807843660969	15	-0.563622258197004	1
1968	0.823303507834758	15	0.38464172578658	1
1969	1.7274812016687	15	0.700729723883511	1
1970	0.606727386039886	15	-0.938117813653332	1
1971	0.826455878612128	15	-0.962167994031641	1
1972	4.10989066951567	15	1.81047343739862	1
1973	1.19052866809117	15	-1.86576736320249	1
1974	0.964922657203907	15	-0.71479478081853	1
1975	2.56956758750509	15	-1.56685806390332	1
1976	1.24762508903134	15	0.803801896055641	1
1977	0.953784188034188	15	0.724779893954602	1
1978	1.66390738196988	15	-0.329991997837774	1
1979	0.831252327533577	15	0.432742076235979	1
1980	0.217171016483516	15	-0.0173397456847221	1
1981	0.55885292022792	15	-0.106668965002972	1
1982	1.33054197191697	15	2.05784665061172	1
1983	1.02106603581604	15	-0.81786695299066	1
1984	3.79439602411477	15	-0.55331504097979	1
1985	2.77659250356125	15	-0.333427743781654	1
1986	0.715155855718356	15	1.00651049445601	1
1987	0.981233033170533	15	1.55966448854885	1
1988	0.819287075193325	15	-1.49814328932671	1
1989	1.00053400997151	15	-0.192562438377342	1
1990	2.0873952991453	15	0.388077461423245	1
1991	0.210371896621897	15	1.05461084490541	1
1992	0.398572725885226	15	-0.0207754813213876	1
1993	0.398125763125763	15	0.343412856917729	1
1994	0.119552045177045	15	1.00651049445601	1
1995	1.12208053520553	15	-0.766330866904595	1
1996	1.47145749389499	15	-0.247534260100069	1
1997	0.666786680911681	15	2.57664325741625	1
1998	1.76425606684982	15	-1.2370271129525	1
1999	2.25516980820106	15	-1.14082642236092	1
2000	1.90858067511193	15	-0.484600256095965	1
2001	0.542487713675214	15	-0.0448256616996964	1
2002	0.134780245217745	15	1.50812840246278	1
2003	0.354168205636956	15	0.556428682842531	1
2004	0.694267424704925	15	0.954974408369953	1
2005	0.87066748066748	15	-0.0379541801191474	1
2006	1.06407740638991	15	0.985896060021589	1
2008	1.73956383547009	15	-0.158205051089037	1
2009	1.01345224104599	15	1.24014075481524	1
2010	4.20861998880749	15	-1.49127180774616	1
2011	2.70748227004477	15	-0.838481387425085	1
2012	0.667580318986569	15	0.477406680741495	1
2013	0.396893823768824	15	0.0238891231841284	1
2014	0.247029316748067	15	0.714472676737391	1
1951	0.874843673687424	16	0.731651375535151	1
1952	1.93615411324786	16	-0.347170696635534	1
1953	0.822112700956451	16	0.415563377438219	1
1954	5.84620052401302	16	-1.24733433016972	1
1955	2.85650979344729	16	-1.92761066650577	1
1956	1.68983760683761	16	-0.862531557496176	1
1957	0.29087934981685	16	1.00651049445601	1
1958	2.07390897181522	16	0.0170176416035831	1
1959	2.61661838624339	16	-0.46398582166154	1
1960	1.23993613909239	16	-0.216612608448433	1
1962	1.52188651048026	16	-0.649515731571371	1
1963	1.72035648148148	16	0.920617021081647	1
1964	1.42046319190069	16	-1.2370271129525	1
1966	1.11142771927147	16	-0.285327393332258	1
1967	1.13253133903134	16	-0.563622258197004	1
1968	1.98009530168905	16	0.38464172578658	1
1969	2.95763751526252	16	0.700729723883511	1
1970	1.31872667378917	16	-0.938117813653332	1
1971	0.900406288156288	16	-0.962167994031641	1
1972	1.58205568274318	16	1.81047343739862	1
1973	2.93485144485144	16	-1.86576736320249	1
1974	1.40688619251119	16	-0.71479478081853	1
1975	1.49090053927554	16	-1.56685806390332	1
1976	1.39421405677656	16	0.803801896055641	1
1977	0.732558608058608	16	0.724779893954602	1
1978	2.15884958791209	16	-0.329991997837774	1
1979	1.65509797262922	16	0.432742076235979	1
1980	0.187851737382987	16	-0.0173397456847221	1
1981	1.2979573539886	16	-0.106668965002972	1
1982	0.290583651302401	16	2.05784665061172	1
1983	1.45576152319902	16	-0.81786695299066	1
1984	2.65780851902727	16	-0.55331504097979	1
1985	2.81480508496134	16	-0.333427743781654	1
1986	1.28061455789581	16	1.00651049445601	1
1987	1.10394753510379	16	1.55966448854885	1
1988	1.86771192002442	16	-1.49814328932671	1
1989	1.1236080458893	16	-0.192562438377342	1
1990	2.23167759208384	16	0.388077461423245	1
1992	0.742512922262922	16	-0.0207754813213876	1
1993	1.38318680046805	16	0.343412856917729	1
1994	0.129225656288156	16	1.00651049445601	1
1995	0.831239672364672	16	-0.766330866904595	1
1996	1.904085495523	16	-0.247534260100069	1
1997	0.485412087912088	16	2.57664325741625	1
1998	3.16090519434269	16	-1.2370271129525	1
1999	2.66685033831909	16	-1.14082642236092	1
2000	3.3042434498372	16	-0.484600256095965	1
2001	1.5737168120155	16	-0.0448256616996964	1
2003	0.342991389397639	16	0.556428682842531	1
2004	1.04529719932845	16	0.954974408369953	1
2005	1.23703579059829	16	-0.0379541801191474	1
2006	0.128710699023199	16	0.985896060021589	1
2007	0.61864590964591	16	-1.18549102686644	1
2008	1.92563534035409	16	-0.158205051089037	1
2009	0.550985767704518	16	1.24014075481524	1
2010	2.50676542785918	16	-1.49127180774616	1
2011	1.21910144485145	16	-0.838481387425085	1
2012	0.388542913105413	16	0.477406680741495	1
2013	0.239185274216524	16	0.0238891231841284	1
2014	0.274869836182336	16	0.714472676737391	1
1951	1.25097733516484	17	0.731651375535151	1
1952	1.7243427960928	17	-0.347170696635534	1
1953	0.549345581501831	17	0.415563377438219	1
1954	1.66010716829467	17	-1.24733433016972	1
1955	5.86606557794058	17	-1.92761066650577	1
1956	5.08737179487179	17	-0.862531557496176	1
1957	0.357649763431013	17	1.00651049445601	1
1958	2.97291059981685	17	0.0170176416035831	1
1959	1.45888254222629	17	-0.46398582166154	1
1960	0.591768213268213	17	-0.216612608448433	1
1961	0.891367343304844	17	-0.68387312916689	1
1962	0.613672021265771	17	-0.649515731571371	1
1963	2.86389223392348	17	0.920617021081647	1
1964	1.56550104293854	17	-1.2370271129525	1
1965	0.368273453398454	17	1.63181500906934	1
1966	2.42872934472935	17	-0.285327393332258	1
1967	0.323037304131054	17	-0.563622258197004	1
1968	0.560148516992267	17	0.38464172578658	1
1969	9.90067108007733	17	0.700729723883511	1
1970	1.31263578551078	17	-0.938117813653332	1
1971	0.714685795685796	17	-0.962167994031641	1
1972	2.65399523046398	17	1.81047343739862	1
1973	17.1223369454619	17	-1.86576736320249	1
1974	0.756456908831909	17	-0.71479478081853	1
1975	1.26623631461131	17	-1.56685806390332	1
1976	1.221310999186	17	0.803801896055641	1
1978	2.23581397537647	17	-0.329991997837774	1
1979	0.397312092999593	17	0.432742076235979	1
1980	0.0730051765364265	17	-0.0173397456847221	1
1981	2.19380654761905	17	-0.106668965002972	1
1982	0.144652192714693	17	2.05784665061172	1
1983	1.6052968050468	17	-0.81786695299066	1
1985	2.50752566646317	17	-0.333427743781654	1
1986	1.23800048331298	17	1.00651049445601	1
1987	0.899737408424909	17	1.55966448854885	1
1988	1.19287690781441	17	-1.49814328932671	1
1989	2.28601325295075	17	-0.192562438377342	1
1990	4.29432144129019	17	0.388077461423245	1
1991	0.325131308506309	17	1.05461084490541	1
1992	0.772246044464794	17	-0.0207754813213876	1
1993	1.41155269383394	17	0.343412856917729	1
1994	0.0515709706959707	17	1.00651049445601	1
1995	0.233835877085877	17	-0.766330866904595	1
1996	5.87745614570615	17	-0.247534260100069	1
1997	0.996803138990639	17	2.57664325741625	1
2000	2.50270027049521	17	-0.484600256095965	1
2001	0.210913983007733	17	-0.0448256616996964	1
2002	0.0416237154049654	17	1.50812840246278	1
2003	0.197398962148962	17	0.556428682842531	1
2004	0.111482511701262	17	0.954974408369953	1
2005	0.0925969678469678	17	-0.0379541801191474	1
2006	0.00525437525437525	17	0.985896060021589	1
2007	0.328767933455433	17	-1.18549102686644	1
2008	2.78245978327228	17	-0.158205051089037	1
2009	0.161540509259259	17	1.24014075481524	1
2010	4.3835173992674	17	-1.49127180774616	1
2011	4.2199219067969	17	-0.838481387425085	1
2012	0.683098608567359	17	0.477406680741495	1
2013	0.429527421652422	17	0.0238891231841284	1
2014	0.17649027014652	17	0.714472676737391	1
1951	0.206341918498168	18	0.731651375535151	1
1952	0.707088446275946	18	-0.347170696635534	1
1953	0.232961703805454	18	0.415563377438219	1
1954	5.1037609508547	18	-1.24733433016972	1
1955	0.502355425824176	18	-1.92761066650577	1
1956	0.4129193503256	18	-0.862531557496176	1
1957	0.340073107448107	18	1.00651049445601	1
1958	0.811646164021164	18	0.0170176416035831	1
1959	10.1001086691087	18	-0.46398582166154	1
1960	0.412014384920635	18	-0.216612608448433	1
1961	1.21376452482703	18	-0.68387312916689	1
1962	1.25644856532356	18	-0.649515731571371	1
1963	4.05919212962963	18	0.920617021081647	1
1964	0.170390326109076	18	-1.2370271129525	1
1965	0.216654456654457	18	1.63181500906934	1
1966	0.707483109483109	18	-0.285327393332258	1
1967	9.01691492419618	18	-0.563622258197004	1
1968	0.188236174704925	18	0.38464172578658	1
1969	3.06298125254375	18	0.700729723883511	1
1970	0.50307546041921	18	-0.938117813653332	1
1971	0.574623346560846	18	-0.962167994031641	1
1972	4.08606658272283	18	1.81047343739862	1
1973	1.546600503663	18	-1.86576736320249	1
1974	0.261121260683761	18	-0.71479478081853	1
1975	2.18185210622711	18	-1.56685806390332	1
1976	0.741200625763126	18	0.803801896055641	1
1977	0.290963738807489	18	0.724779893954602	1
1978	2.34666922313797	18	-0.329991997837774	1
1979	0.200359572140822	18	0.432742076235979	1
1980	0.0255318859381359	18	-0.0173397456847221	1
1981	0.59838721001221	18	-0.106668965002972	1
1982	4.16958314255189	18	2.05784665061172	1
1983	0.882661172161172	18	-0.81786695299066	1
1984	4.69602608618234	18	-0.55331504097979	1
1985	4.53788952482703	18	-0.333427743781654	1
1986	1.50451089997965	18	1.00651049445601	1
1987	3.10412494912495	18	1.55966448854885	1
1988	1.72698019688645	18	-1.49814328932671	1
1989	0.547376253858025	18	-0.192562438377342	1
1990	2.77846333946899	18	0.388077461423245	1
1991	0.0114888583638584	18	1.05461084490541	1
1992	0.238625951646091	18	-0.0207754813213876	1
1993	0.687687461843712	18	0.343412856917729	1
1994	0.0490512057387057	18	1.00651049445601	1
1995	0.911685452279202	18	-0.766330866904595	1
1996	1.21433408374033	18	-0.247534260100069	1
1997	1.14870188492063	18	2.57664325741625	1
1998	2.24682275132275	18	-1.2370271129525	1
1999	2.82759930809931	18	-1.14082642236092	1
2000	0.580247468966219	18	-0.484600256095965	1
2001	0.647065056471306	18	-0.0448256616996964	1
2002	0.0821872074684575	18	1.50812840246278	1
2003	0.877241389397639	18	0.556428682842531	1
2004	2.37296058455433	18	0.954974408369953	1
2005	1.10855652218152	18	-0.0379541801191474	1
2006	3.6256659035409	18	0.985896060021589	1
2007	1.01842080026455	18	-1.18549102686644	1
2008	3.23108993437118	18	-0.158205051089037	1
2009	0.599727106227107	18	1.24014075481524	1
2010	3.41506953347578	18	-1.49127180774616	1
2011	2.85907852564102	18	-0.838481387425085	1
2012	0.167054258241758	18	0.477406680741495	1
2013	0.980626233719983	18	0.0238891231841284	1
2014	0.345069012006512	18	0.714472676737391	1
1970	0.165419267582189	19	-0.938117813653332	1
1971	0.140348366910867	19	-0.962167994031641	1
1972	0.505049603174603	19	1.81047343739862	1
1973	0.293371235246235	19	-1.86576736320249	1
1974	1.12643658424908	19	-0.71479478081853	1
1975	0.709576016389953	19	-1.56685806390332	1
1976	1.50217236467236	19	0.803801896055641	1
1977	0.202712148962149	19	0.724779893954602	1
1978	0.731793345543345	19	-0.329991997837774	1
1979	0.269874084249084	19	0.432742076235979	1
1980	2.80518323449854	19	-0.0173397456847221	1
1981	3.23686240842491	19	-0.106668965002972	1
1982	3.55682107244607	19	2.05784665061172	1
1983	2.44523237179487	19	-0.81786695299066	1
1984	1.25591420534459	19	-0.55331504097979	1
1985	1.8926917989418	19	-0.333427743781654	1
1986	2.01302668396418	19	1.00651049445601	1
1987	2.41770108363858	19	1.55966448854885	1
1988	0.319352967425257	19	-1.49814328932671	1
1990	0.847406771469271	19	0.388077461423245	1
1991	0.184641343150379	19	1.05461084490541	1
1992	0.196617647058824	19	-0.0207754813213876	1
1993	0.432704644892145	19	0.343412856917729	1
1994	3.85857982295482	19	1.00651049445601	1
1995	1.03882427757428	19	-0.766330866904595	1
1996	1.46010950854701	19	-0.247534260100069	1
1997	0.431523453398453	19	2.57664325741625	1
1998	0.715409083652618	19	-1.2370271129525	1
1999	1.24107015669516	19	-1.14082642236092	1
2000	0.458451109076109	19	-0.484600256095965	1
2001	0.368317943630444	19	-0.0448256616996964	1
2002	0.0504227359981933	19	1.50812840246278	1
2003	0.480327380952381	19	0.556428682842531	1
2004	0.89110119047619	19	0.954974408369953	1
2006	4.23436660561661	19	0.985896060021589	1
2009	0.101715043695381	19	1.24014075481524	1
2010	1.15286604599105	19	-1.49127180774616	1
2011	0.560637082824583	19	-0.838481387425085	1
2012	0.112609488080034	19	0.477406680741495	1
2013	0.354924068986569	19	0.0238891231841284	1
2014	0.659949180502342	19	0.714472676737391	1
1970	4.06411172161172	20	-0.938117813653332	1
1971	2.03460775335775	20	-0.962167994031641	1
1972	3.63549221611722	20	1.81047343739862	1
1973	6.05421709656085	20	-1.86576736320249	1
1974	5.94424603174603	20	-0.71479478081853	1
1975	7.73065756003256	20	-1.56685806390332	1
1976	7.90272016178266	20	0.803801896055641	1
1977	1.77948336385836	20	0.724779893954602	1
1978	6.38287482193732	20	-0.329991997837774	1
1979	0.68125903032153	20	0.432742076235979	1
1981	5.78686800468051	20	-0.106668965002972	1
1982	0.766914173789174	20	2.05784665061172	1
1983	3.63308608058608	20	-0.81786695299066	1
1984	9.69273148148148	20	-0.55331504097979	1
1985	8.56924704924705	20	-0.333427743781654	1
1986	10.9688124491249	20	1.00651049445601	1
1988	4.73295914733415	20	-1.49814328932671	1
1989	2.12989532458282	20	-0.192562438377342	1
1990	6.09542556980057	20	0.388077461423245	1
1991	2.74976025132275	20	1.05461084490541	1
1992	2.30514588420838	20	-0.0207754813213876	1
1993	1.78533412189662	20	0.343412856917729	1
1994	0.142665471102971	20	1.00651049445601	1
1995	3.94153439153439	20	-0.766330866904595	1
1996	6.21134844322344	20	-0.247534260100069	1
1998	2.95636472323972	20	-1.2370271129525	1
1999	9.07218571937322	20	-1.14082642236092	1
2000	5.11972044159544	20	-0.484600256095965	1
2001	1.56417925824176	20	-0.0448256616996964	1
2002	0.225090557590558	20	1.50812840246278	1
2003	1.24840919232486	20	0.556428682842531	1
2004	1.82023160866911	20	0.954974408369953	1
2005	2.01517933312526	20	-0.0379541801191474	1
2006	0.20051917989418	20	0.985896060021589	1
2007	1.5722661019536	20	-1.18549102686644	1
2008	3.01265873015873	20	-0.158205051089037	1
2009	0.891851597476597	20	1.24014075481524	1
2010	4.80037316849817	20	-1.49127180774616	1
2011	3.47410981379731	20	-0.838481387425085	1
2012	1.27629018414482	20	0.477406680741495	1
2013	0.889809218559219	20	0.0238891231841284	1
2014	2.14894446988197	20	0.714472676737391	1
1977	5.97233465608466	21	0.724779893954602	1
1978	39.4147457519332	21	-0.329991997837774	1
1979	5.29792264448515	21	0.432742076235979	1
1980	0.875789326414326	21	-0.0173397456847221	1
1981	4.70475122100122	21	-0.106668965002972	1
1982	1.10703907203907	21	2.05784665061172	1
1983	34.4868493080993	21	-0.81786695299066	1
1984	25.9941642501018	21	-0.55331504097979	1
1985	71.3181265262515	21	-0.333427743781654	1
1986	24.1046718559219	21	1.00651049445601	1
1987	11.8995393264143	21	1.55966448854885	1
1988	17.6829312932438	21	-1.49814328932671	1
1989	12.1251089997965	21	-0.192562438377342	1
1990	24.0102761243386	21	0.388077461423245	1
1991	5.45912304131054	21	1.05461084490541	1
1992	16.0786883140008	21	-0.0207754813213876	1
1993	14.1850299232159	21	0.343412856917729	1
1994	1.51689140720391	21	1.00651049445601	1
1995	11.7472276912902	21	-0.766330866904595	1
1996	22.1228245828246	21	-0.247534260100069	1
1997	9.3129560948311	21	2.57664325741625	1
1998	14.7789271723647	21	-1.2370271129525	1
1999	36.5315869200244	21	-1.14082642236092	1
2000	12.1591500050875	21	-0.484600256095965	1
2001	12.3994948107448	21	-0.0448256616996964	1
2002	0.611086818274318	21	1.50812840246278	1
2003	3.13197535103785	21	0.556428682842531	1
2004	3.34902647732002	21	0.954974408369953	1
2005	9.04742521367521	21	-0.0379541801191474	1
2006	1.3539866961742	21	0.985896060021589	1
2007	3.46125228937729	21	-1.18549102686644	1
2008	1.46556814713065	21	-0.158205051089037	1
2009	0.772693706756207	21	1.24014075481524	1
2010	5.76268365893366	21	-1.49127180774616	1
2011	7.06197636853887	21	-0.838481387425085	1
2012	11.1034079924705	21	0.477406680741495	1
2013	16.8810891203704	21	0.0238891231841284	1
2014	7.81221738909239	21	0.714472676737391	1
